Date,Adj Close,Close,High,Low,Open,Volume
2003-10-10 00:00:00+00:00,231.3856812,269.1000061,272.3999939,259.7999878,260.6499939,3707816
2003-10-13 00:00:00+00:00,237.4046631,276.1000061,280.3500061,272,273,3693070
2003-10-14 00:00:00+00:00,227.7743073,264.8999939,278.6000061,262.7999878,278,5123854
2003-10-15 00:00:00+00:00,232.5894318,270.5,272.7000122,261.2999878,264.8999939,3478259
2003-10-16 00:00:00+00:00,237.4905701,276.2000122,281.2999878,272.5,273.7000122,4100489
2003-10-17 00:00:00+00:00,242.7356873,282.2999878,286.3999939,275.4500122,280.5499878,4126840
2003-10-20 00:00:00+00:00,236.2437744,274.75,284.7999878,273.2999878,282,2192534
2003-10-21 00:00:00+00:00,224.6358185,261.25,279,257,276.1000061,3223848
2003-10-22 00:00:00+00:00,226.7424927,263.7000122,279,260.5499878,263.9500122,2569557
2003-10-23 00:00:00+00:00,226.8284302,263.7999878,273.25,261.6499939,264.5,3114998
2003-10-24 00:00:00+00:00,245.0572357,285,291,260,265,5225375
2003-10-27 00:00:00+00:00,243.5095673,283.2000122,298,281.6000061,294.8999939,5831782
2003-10-28 00:00:00+00:00,246.1750336,286.2999878,291.8999939,277.7999878,283,5640636
2003-10-29 00:00:00+00:00,262.2542114,305,308.2999878,286.2000122,291.4500122,7996572
2003-10-30 00:00:00+00:00,263.0281372,305.8999939,310.7000122,302,306.5,7108567
2003-10-31 00:00:00+00:00,277.1296692,322.2999878,324.2000122,306.5,307.7999878,9924397
2003-11-03 00:00:00+00:00,298.8837891,347.6000061,349.5,324,324,9820043
2003-11-04 00:00:00+00:00,300.5176392,349.5,356.6000061,345.2000122,355,7884723
2003-11-05 00:00:00+00:00,288.9956055,336.1000061,350,330.1000061,350,7280790
2003-11-06 00:00:00+00:00,291.0162354,338.4500122,345.7000122,334,340,6122862
2003-11-07 00:00:00+00:00,286.5451355,333.25,343.3999939,331.25,340.8999939,4584798
2003-11-10 00:00:00+00:00,293.810791,341.7000122,345,327.1000061,337,1953978
2003-11-11 00:00:00+00:00,292.9509277,340.7000122,346.8500061,338.3500061,343.75,3262766
2003-11-12 00:00:00+00:00,294.8856201,342.9500122,347,338.0499878,338.0499878,3302571
2003-11-13 00:00:00+00:00,298.1529846,346.75,356.7000122,338,344.9500122,7982920
2003-11-14 00:00:00+00:00,283.1485901,329.2999878,346.5,326.1499939,346,4834168
2003-11-17 00:00:00+00:00,300.9475098,350,353.5,337,340.6499939,4081415
2003-11-18 00:00:00+00:00,295.8313599,344.0499878,354.3999939,340,353,4672908
2003-11-19 00:00:00+00:00,284.2664185,330.6000061,346,329,346,4672785
2003-11-20 00:00:00+00:00,277.7745056,323.0499878,339.0499878,321,331.9500122,5484243
2003-11-21 00:00:00+00:00,278.6343689,324.0499878,327,314.1000061,324,8100784
2003-11-24 00:00:00+00:00,281.3859558,327.25,333,324,328.7000122,5287524
2003-11-25 00:00:00+00:00,290.0274658,337.2999878,338.5,328.6499939,330.5499878,5021011
2003-11-26 00:00:00+00:00,290.0274658,337.2999878,337.2999878,337.2999878,337.2999878,0
2003-11-27 00:00:00+00:00,292.9509277,340.7000122,347,338.3999939,340,5069219
2003-11-28 00:00:00+00:00,296.3043518,344.6000061,352,342.1499939,343.3999939,3606119
2003-12-01 00:00:00+00:00,306.1496277,356.0499878,357.7999878,346.8500061,347.25,4405346
2003-12-02 00:00:00+00:00,303.9570007,353.5,367,348.1000061,365,4496428
2003-12-03 00:00:00+00:00,307.7403564,357.8999939,363.8999939,354,356.3999939,3993295
2003-12-04 00:00:00+00:00,311.6097107,362.3999939,364.7999878,355.25,358.25,4952879
2003-12-05 00:00:00+00:00,304.5588684,354.2000122,367,352.2000122,364.6000061,3310018
2003-12-08 00:00:00+00:00,305.5046997,355.2999878,362,347.6499939,356,2681496
2003-12-09 00:00:00+00:00,315.0490417,366.3999939,370.5,356.2000122,360,2685187
2003-12-10 00:00:00+00:00,315.2640686,366.6499939,372.3500061,363.25,368.5,3588806
2003-12-11 00:00:00+00:00,313.3293457,364.3999939,370.3999939,362,370,2250383
2003-12-12 00:00:00+00:00,312.5555115,363.5,367,357,366.7000122,3012320
2003-12-15 00:00:00+00:00,310.1908875,360.75,366.7999878,358.5,364.5,2126368
2003-12-16 00:00:00+00:00,307.2244263,357.2999878,361.5,353.1000061,361.5,2089553
2003-12-17 00:00:00+00:00,306.9234619,356.9500122,363.7000122,355.1499939,357,2851693
2003-12-18 00:00:00+00:00,312.6415405,363.6000061,365.3500061,355.7000122,359,2281018
2003-12-19 00:00:00+00:00,308.9870911,359.3500061,366.8500061,357.6499939,366.4500122,2514435
2003-12-22 00:00:00+00:00,307.8262634,358,361.7999878,356.2000122,359,2007570
2003-12-23 00:00:00+00:00,308.5571899,358.8500061,375.0499878,357.5,362,2799280
2003-12-24 00:00:00+00:00,305.5046997,355.2999878,362.8999939,353.5499878,360.5,3127028
2003-12-25 00:00:00+00:00,305.5046997,355.2999878,355.2999878,355.2999878,355.2999878,0
2003-12-26 00:00:00+00:00,317.542572,369.2999878,370.9500122,357,360.8999939,3181691
2003-12-29 00:00:00+00:00,329.1076355,382.75,384,371,371,3242665
2003-12-30 00:00:00+00:00,319.1763,371.2000122,386.8999939,367.5,386.8999939,2283787
2003-12-31 00:00:00+00:00,322.6157227,375.2000122,379,368.2999878,373.7000122,2088465
2004-01-01 00:00:00+00:00,322.4007263,374.9500122,381.4500122,374.1000061,378,2154224
2004-01-02 00:00:00+00:00,327.0869446,380.3999939,385.7000122,377.2000122,377.7000122,2620056
2004-01-05 00:00:00+00:00,327.0439453,380.3500061,390.3999939,379,383,2978921
2004-01-06 00:00:00+00:00,318.1874695,370.0499878,384.7000122,365.6000061,380.0499878,1485287
2004-01-07 00:00:00+00:00,328.5056763,382.0499878,385,364.5,372.7000122,2860924
2004-01-08 00:00:00+00:00,344.2409058,400.3500061,404.9500122,386.2000122,386.2000122,3536049
2004-01-09 00:00:00+00:00,378.0760193,439.7000122,448,406,410,7713917
2004-01-12 00:00:00+00:00,360.2341309,418.9500122,445.8999939,415.8500061,439.1000061,2832076
2004-01-13 00:00:00+00:00,364.0175171,423.3500061,428,406.7000122,420,4974616
2004-01-14 00:00:00+00:00,373.3468933,434.2000122,437.8999939,425,425,3261830
2004-01-15 00:00:00+00:00,370.681366,431.1000061,454.6499939,427.3999939,454.6499939,5989636
2004-01-16 00:00:00+00:00,344.9288025,401.1499939,440,397,434.7999878,6106161
2004-01-19 00:00:00+00:00,364.9203491,424.3999939,430.8500061,391.5,402.1000061,7850768
2004-01-20 00:00:00+00:00,348.7121887,405.5499878,431.3999939,400.0499878,428.7999878,7225533
2004-01-21 00:00:00+00:00,328.2047729,381.7000122,413.8999939,375,406,6790202
2004-01-22 00:00:00+00:00,319.3483276,371.3999939,399.3999939,366.6000061,379,7530811
2004-01-23 00:00:00+00:00,357.2247009,415.4500122,420,374.5,377,9635197
2004-01-26 00:00:00+00:00,357.2247009,415.4500122,415.4500122,415.4500122,415.4500122,0
2004-01-27 00:00:00+00:00,370.8963318,431.3500061,437.7999878,341.1000061,424.7000122,7134689
2004-01-28 00:00:00+00:00,360.0192261,418.7000122,438.7999878,413.6000061,436.8999939,9705337
2004-01-29 00:00:00+00:00,373.0028992,433.7999878,441.5,414.3500061,420,10131822
2004-01-30 00:00:00+00:00,371.2402954,431.75,444.7000122,400.1000061,400.1000061,8149375
2004-02-02 00:00:00+00:00,371.2402954,431.75,431.75,431.75,431.75,0
2004-02-03 00:00:00+00:00,349.4860535,406.4500122,442,400.5499878,435.9500122,7114870
2004-02-04 00:00:00+00:00,380.5266113,442.5499878,446,410,410,8958172
2004-02-05 00:00:00+00:00,372.7449951,433.5,453,427,441,9798958
2004-02-06 00:00:00+00:00,385.771698,448.6499939,450.7000122,433.75,438.5,6807818
2004-02-09 00:00:00+00:00,400.3891907,465.6499939,469.8999939,445,445,6506722
2004-02-10 00:00:00+00:00,396.0898438,460.6499939,469,452.1000061,466.1000061,6839293
2004-02-11 00:00:00+00:00,407.4400024,473.8500061,475.8500061,461,463.1000061,5367067
2004-02-12 00:00:00+00:00,413.2869263,480.6499939,483.7999878,471,474.0499878,6110771
2004-02-13 00:00:00+00:00,425.0237732,494.2999878,500.7999878,474.7000122,481.5,6094853
2004-02-16 00:00:00+00:00,446.6491394,519.4500122,522.9000244,493.5,497,9885540
2004-02-17 00:00:00+00:00,439.3403931,510.9500122,517.9000244,502,517,9302625
2004-02-18 00:00:00+00:00,445.5742798,518.2000122,523.9000244,513,514.25,6772064
2004-02-19 00:00:00+00:00,429.9250183,500,518.1500244,497.1499939,518,8116787
2004-02-20 00:00:00+00:00,440.630188,512.4500122,519.5,487.5,494,12516219
2004-02-23 00:00:00+00:00,425.4967346,494.8500061,521.9000244,491.1499939,519.8499756,8584140
2004-02-24 00:00:00+00:00,430.7848511,501,505.2999878,485.5499878,493.8999939,13355180
2004-02-25 00:00:00+00:00,419.6498413,488.0499878,501.9500122,484.1000061,501.8999939,8753414
2004-02-26 00:00:00+00:00,426.1417236,495.6000061,504.5,488.5,492.7000122,7344301
2004-02-27 00:00:00+00:00,429.9680786,500.0499878,588,490.3500061,588,8059826
2004-03-01 00:00:00+00:00,442.435791,514.5499878,516,502.1499939,502.1499939,6091013
2004-03-02 00:00:00+00:00,442.435791,514.5499878,514.5499878,514.5499878,514.5499878,0
2004-03-03 00:00:00+00:00,455.1185608,529.2999878,531.6500244,513.5999756,517,7811331
2004-03-04 00:00:00+00:00,448.3257751,521.4000244,534.4000244,517.0499878,531,6959165
2004-03-05 00:00:00+00:00,455.2906494,529.5,531.7000122,522,522.1500244,4740249
2004-03-08 00:00:00+00:00,451.2922974,524.8499756,533.8499756,523.0499878,531.2000122,4088518
2004-03-09 00:00:00+00:00,444.1984863,516.5999756,527.7000122,431,431,4955913
2004-03-10 00:00:00+00:00,437.8356628,509.2000122,516.5,470.1000061,513.5,5672162
2004-03-11 00:00:00+00:00,434.4392395,505.25,510.8999939,502,504,5651181
2004-03-12 00:00:00+00:00,435.9869995,507.0499878,509.8999939,491.1000061,501.7999878,5903578
2004-03-15 00:00:00+00:00,415.9953918,483.7999878,515.5,472,511,5652422
2004-03-16 00:00:00+00:00,411.0943604,478.1000061,489,468.1000061,474.8999939,6944864
2004-03-17 00:00:00+00:00,415.6515198,483.3999939,487.5,476.2000122,480.0499878,4505236
2004-03-18 00:00:00+00:00,413.2008972,480.5499878,488,477.1000061,487,4838602
2004-03-19 00:00:00+00:00,405.6342773,471.75,485,466.9500122,480.25,6065423
2004-03-22 00:00:00+00:00,381.1714783,443.2999878,477.5,440.2000122,469,4941516
2004-03-23 00:00:00+00:00,385.8147583,448.7000122,458.3999939,436.6499939,444.8999939,5931683
2004-03-24 00:00:00+00:00,387.1474915,450.25,454.8500061,442.6499939,450,3774546
2004-03-25 00:00:00+00:00,411.2662048,478.2999878,490.8999939,452.8999939,453.5499878,4704378
2004-03-26 00:00:00+00:00,420.8106689,489.3999939,494,478.2999878,478.2999878,4100480
2004-03-29 00:00:00+00:00,423.6910706,492.75,497.8500061,479,488.3999939,3597139
2004-03-30 00:00:00+00:00,411.3522644,478.3999939,494,476,490,4036926
2004-03-31 00:00:00+00:00,427.7324219,497.4500122,499.3999939,476.6000061,477.5499878,5163520
2004-04-01 00:00:00+00:00,444.628418,517.0999756,519.7000122,496.5,497,4820658
2004-04-02 00:00:00+00:00,448.540802,521.6500244,525.9000244,515.0499878,518,5055782
2004-04-05 00:00:00+00:00,466.3826904,542.4000244,548.7000122,522,522,4707517
2004-04-06 00:00:00+00:00,463.5451355,539.0999756,548.4500122,531.5499878,548.4500122,4129358
2004-04-07 00:00:00+00:00,457.182312,531.7000122,545.5,526.5499878,541,3657128
2004-04-08 00:00:00+00:00,460.8796082,536,541.8499756,526.4000244,530,3870722
2004-04-09 00:00:00+00:00,460.8796082,536,536,536,536,0
2004-04-12 00:00:00+00:00,455.4194946,529.6500244,542,526,531.5499878,1424120
2004-04-13 00:00:00+00:00,459.8478699,534.7999878,537.2000122,520.5499878,530,2515205
2004-04-14 00:00:00+00:00,459.8478699,534.7999878,534.7999878,534.7999878,534.7999878,0
2004-04-15 00:00:00+00:00,471.283783,548.0999756,555,531.2999878,534.7000122,4140375
2004-04-16 00:00:00+00:00,465.737793,541.6500244,548.7000122,539,548.4000244,1937619
2004-04-19 00:00:00+00:00,472.8315125,549.9000244,554,540.1500244,541.5,4295230
2004-04-20 00:00:00+00:00,464.8349304,540.5999756,549.7000122,536,549,2451980
2004-04-21 00:00:00+00:00,484.3105469,563.25,570.7999878,538,541.0499878,4450079
2004-04-22 00:00:00+00:00,506.1076965,588.5999756,593,556.0499878,563.2999878,6159916
2004-04-23 00:00:00+00:00,498.927887,580.25,599.7999878,575.3499756,591,4810464
2004-04-26 00:00:00+00:00,498.927887,580.25,580.25,580.25,580.25,0
2004-04-27 00:00:00+00:00,480.3120728,558.5999756,579.9000244,556.5999756,579.9000244,3958687
2004-04-28 00:00:00+00:00,481.3439636,559.7999878,572,554.2000122,556.9000244,5838554
2004-04-29 00:00:00+00:00,492.6942139,573,580,555,555,4877658
2004-04-30 00:00:00+00:00,468.188324,544.5,575.7000122,535.0999756,569,5234069
2004-05-03 00:00:00+00:00,460.0627441,535.0499878,543.7999878,514.7999878,542,8437660
2004-05-04 00:00:00+00:00,468.0593567,544.3499756,556.4500122,539,540,5957951
2004-05-05 00:00:00+00:00,469.5639954,546.0999756,551.5999756,540,542,4223892
2004-05-06 00:00:00+00:00,474.0782471,551.3499756,558.7000122,547.6500244,555,3818512
2004-05-07 00:00:00+00:00,452.1951294,525.9000244,551,522.2999878,550,5537222
2004-05-10 00:00:00+00:00,435.0411682,505.9500122,520,502.1000061,519.9000244,6827824
2004-05-11 00:00:00+00:00,410.7073669,477.6499939,500.25,467.1499939,500.25,4759118
2004-05-12 00:00:00+00:00,415.522583,483.25,489.8999939,470.1499939,475,6309470
2004-05-13 00:00:00+00:00,409.4606018,476.2000122,503.7999878,442.2999878,469.8999939,10889675
2004-05-14 00:00:00+00:00,367.1129456,426.9500122,488.3500061,412,483,10756304
2004-05-17 00:00:00+00:00,344.4559631,400.6000061,444.6499939,300,421.3999939,7346467
2004-05-18 00:00:00+00:00,384.3959656,447.0499878,455.9500122,406,410,8696991
2004-05-19 00:00:00+00:00,397.6376343,462.4500122,488,453.7000122,465,6242233
2004-05-20 00:00:00+00:00,405.5052795,471.6000061,479.9500122,441.5499878,460.1000061,7205538
2004-05-21 00:00:00+00:00,398.0675659,462.9500122,474.3999939,455,471.3999939,5981182
2004-05-24 00:00:00+00:00,407.6979065,474.1499939,481.7000122,465.1499939,466.1499939,3852103
2004-05-25 00:00:00+00:00,390.586792,454.25,473,448.3999939,472,7944035
2004-05-26 00:00:00+00:00,381.2574768,443.3999939,464.7999878,439.3999939,460,8089514
2004-05-27 00:00:00+00:00,374.1636963,435.1499939,445.7000122,429.1499939,443.9500122,8011955
2004-05-28 00:00:00+00:00,348.6262207,405.4500122,439,397.3500061,438.5499878,8357011
2004-05-31 00:00:00+00:00,332.4179993,386.6000061,399,380,380,7313757
2004-06-01 00:00:00+00:00,345.9606323,402.3500061,412,392,393,8425494
2004-06-02 00:00:00+00:00,336.6742859,391.5499878,410.4500122,388.25,401,8058808
2004-06-03 00:00:00+00:00,324.4644775,377.3500061,408,369.1000061,400.1499939,9945925
2004-06-04 00:00:00+00:00,330.0104065,383.7999878,386,368,374,8173102
2004-06-07 00:00:00+00:00,331.2572021,385.25,394.8999939,380,388.2000122,7352579
2004-06-08 00:00:00+00:00,341.9193726,397.6499939,400.2999878,384.5,388,6780668
2004-06-09 00:00:00+00:00,359.3743591,417.9500122,419.8500061,397.5,401,10963610
2004-06-10 00:00:00+00:00,353.9572754,411.6499939,414.8999939,405,414.8999939,6505462
2004-06-11 00:00:00+00:00,334.5246277,389.0499878,418,385.1000061,418,7420343
2004-06-14 00:00:00+00:00,335.7714844,390.5,394.7999878,378.5,384.3999939,9365614
2004-06-15 00:00:00+00:00,338.3509827,393.5,399.3999939,388.7000122,392,6941728
2004-06-16 00:00:00+00:00,328.8067017,382.3999939,397.3999939,380.2999878,395,7861983
2004-06-17 00:00:00+00:00,342.7362671,398.6000061,402.3999939,378,398.8999939,6757973
2004-06-18 00:00:00+00:00,337.9210205,393,399,388.6000061,399,5598660
2004-06-21 00:00:00+00:00,326.4420166,379.6499939,396.9500122,378.0499878,392.1499939,6010436
2004-06-22 00:00:00+00:00,323.733551,376.5,387,370.5499878,370.5499878,6713892
2004-06-23 00:00:00+00:00,313.6303406,364.75,383.9500122,362.0499878,380,8589832
2004-06-24 00:00:00+00:00,328.2047729,381.7000122,384.5,360.25,363.3500061,10250790
2004-06-25 00:00:00+00:00,331.4291992,385.4500122,391.8999939,375.5,384,7249220
2004-06-28 00:00:00+00:00,337.1902161,392.1499939,394.4500122,378.2999878,386.3999939,6695724
2004-06-29 00:00:00+00:00,340.4146729,395.8999939,400,386.6499939,390.1499939,8516368
2004-06-30 00:00:00+00:00,346.6915283,403.2000122,408.3500061,395.5499878,396,9768597
2004-07-01 00:00:00+00:00,348.3252563,405.1000061,409,396.1000061,405.25,8065259
2004-07-02 00:00:00+00:00,348.2391968,405,408.6000061,397,401,8230507
2004-07-05 00:00:00+00:00,344.8858643,401.1000061,412.9500122,398.6499939,407.6000061,7126609
2004-07-06 00:00:00+00:00,351.8936768,409.25,410.9500122,398.0499878,398.0499878,6065888
2004-07-07 00:00:00+00:00,361.7389526,420.7000122,422.3999939,406.25,408,8585289
2004-07-08 00:00:00+00:00,347.6731873,402.8999939,425,395,421,8142333
2004-07-09 00:00:00+00:00,369.4620361,428.1499939,431.7999878,380,380,6653176
2004-07-12 00:00:00+00:00,371.7488098,430.7999878,433.7999878,360,360,3793094
2004-07-13 00:00:00+00:00,361.5231323,418.9500122,430,414.25,429,4836610
2004-07-14 00:00:00+00:00,360.7896423,418.1000061,425.4500122,415,419,6770273
2004-07-15 00:00:00+00:00,361.4369202,418.8500061,422.8500061,414.1000061,418.7999878,6448869
2004-07-16 00:00:00+00:00,366.7438965,425,428.5,419.0499878,425,4729586
2004-07-19 00:00:00+00:00,367.5636292,425.9500122,433.7999878,422.5499878,425.3999939,5185823
2004-07-20 00:00:00+00:00,362.4292603,420,426,417.1499939,422,4041250
2004-07-21 00:00:00+00:00,368.3834534,426.8999939,435,420.0499878,421.2999878,3571330
2004-07-22 00:00:00+00:00,364.0687866,421.8999939,436.8999939,418.1000061,432,4968481
2004-07-23 00:00:00+00:00,367.1322327,425.4500122,428.2000122,418,422.1000061,4345638
2004-07-26 00:00:00+00:00,372.3097839,431.4500122,440,423,425,5507143
2004-07-27 00:00:00+00:00,370.4543762,429.2999878,438.2000122,427.1499939,434.8999939,5099672
2004-07-28 00:00:00+00:00,362.084137,419.6000061,432,417.2999878,429,4429232
2004-07-29 00:00:00+00:00,360.1856384,417.3999939,422.5,414.5,422,4319920
2004-07-30 00:00:00+00:00,366.3124084,424.5,428.7999878,418.5,420,3064558
2004-08-02 00:00:00+00:00,365.1905823,423.2000122,431.7999878,421.25,426.1000061,3200974
2004-08-03 00:00:00+00:00,363.1627808,420.8500061,428.3500061,418,424,4396413
2004-08-04 00:00:00+00:00,355.6983948,412.2000122,423.7000122,410.5499878,423.2000122,5212745
2004-08-05 00:00:00+00:00,357.2947998,414.0499878,416.3999939,409.75,415,6042084
2004-08-06 00:00:00+00:00,344.7823486,399.5499878,421.7999878,398.2000122,414,9887359
2004-08-09 00:00:00+00:00,347.8027039,403.0499878,405.9500122,394.25,400,6605472
2004-08-10 00:00:00+00:00,357.2084961,413.9500122,416.3999939,405.5,405.5,6821165
2004-08-11 00:00:00+00:00,346.6808777,401.75,414.8999939,400.2999878,414,5705844
2004-08-12 00:00:00+00:00,339.9500122,393.9500122,403.7999878,390.6499939,401.7999878,5748417
2004-08-13 00:00:00+00:00,334.0820923,387.1499939,397.7000122,385,397.7000122,5981844
2004-08-16 00:00:00+00:00,333.6074219,386.6000061,390.1000061,380.6000061,390.1000061,4017929
2004-08-17 00:00:00+00:00,333.8232117,386.8500061,394.6499939,382.7000122,390.25,3839338
2004-08-18 00:00:00+00:00,326.1432495,377.9500122,387.8500061,376.6499939,386.1000061,3719959
2004-08-19 00:00:00+00:00,332.4425049,385.25,386.7999878,378.7999878,380,3733552
2004-08-20 00:00:00+00:00,320.879364,371.8500061,385.25,369.5499878,385,4729186
2004-08-23 00:00:00+00:00,311.4734497,360.9500122,379.3999939,358,373.7000122,5025973
2004-08-24 00:00:00+00:00,313.0698547,362.7999878,371.7999878,361.25,363.1000061,5039854
2004-08-25 00:00:00+00:00,310.8262939,360.2000122,366.9500122,356.2999878,363,4763584
2004-08-26 00:00:00+00:00,312.2500916,361.8500061,366.7999878,358.2000122,363.25,4670328
2004-08-27 00:00:00+00:00,311.4734497,360.9500122,365.8999939,354.6499939,363,5294582
2004-08-30 00:00:00+00:00,329.2496948,381.5499878,383,365.2999878,368,5805773
2004-08-31 00:00:00+00:00,329.4222412,381.75,384.8999939,375.2000122,382.1499939,5090590
2004-09-01 00:00:00+00:00,335.333374,388.6000061,389.7999878,382.5,383,5342329
2004-09-02 00:00:00+00:00,335.333374,388.6000061,394.3500061,385.3999939,388,4817519
2004-09-03 00:00:00+00:00,335.7648621,389.1000061,390.75,384,390,3594066
2004-09-06 00:00:00+00:00,343.0133972,397.5,401.3999939,390.5,390.5,4805061
2004-09-07 00:00:00+00:00,339.5185242,393.4500122,397,391.6000061,395,2993793
